5.276705,-1.277064,1.765547,-0.672738,0.987461,0.100454,1.845492,2.822194,1.297342,0.230706,-0.178194,-0.053677,
4.079019,0.005251,0.673467,-0.069852,0.337128,0.383680,2.037394,2.166553,1.117560,0.168949,-0.040733,-0.095317,
3.856961,0.226038,-0.336348,0.058584,1.211568,0.824448,0.710735,1.658863,1.512404,0.453125,0.002314,-0.111907,
4.447278,0.449855,-0.354225,-0.475900,1.882762,0.671060,0.280953,2.001531,2.141235,0.135222,-0.203902,-0.137382,
5.157529,-0.015846,0.515531,0.136890,1.559857,0.106144,0.735550,1.945935,1.588604,0.360216,-0.306532,-0.147451,
5.522726,0.419215,-0.619178,1.372254,1.626284,1.194764,0.326039,1.129858,1.682146,0.709448,-0.013392,-0.082671,
4.452317,0.356482,0.589150,0.919453,0.332254,2.044258,0.259623,0.769680,2.271018,0.701774,-0.110500,-0.049306,
3.626292,0.888377,0.914616,0.627672,0.262049,1.368517,0.619967,0.887110,2.081338,0.627241,-0.153492,-0.076490,
3.277481,1.377136,0.992803,0.298220,0.195146,0.925144,0.892032,1.114905,1.737974,0.496700,-0.179768,-0.076302,
3.044237,1.700890,0.739476,0.311047,0.736399,0.830168,1.334994,1.423395,0.996393,0.132388,-0.192158,-0.053765,
3.438308,1.225293,0.617591,0.626885,1.226368,1.417684,1.176747,1.556636,1.163932,0.317809,-0.111953,-0.053868,
4.578526,0.639307,0.502224,0.945984,0.913603,1.107448,1.196989,1.260887,0.912095,0.140155,-0.120512,-0.035826,
5.430924,0.065900,0.729847,-0.890933,0.662332,1.177577,0.683759,0.713195,0.620784,-0.119464,-0.188775,-0.035342,
4.184504,1.122134,0.452849,-0.953126,0.358601,1.958500,0.786564,0.312313,0.343141,-0.319014,-0.049047,0.008806,
3.101837,1.375452,1.008085,0.442737,0.781882,1.462790,0.783978,0.598160,0.477664,-0.175892,0.089584,-0.034784,
3.250478,1.864164,1.017066,0.992965,0.888876,1.255474,1.148641,0.765005,0.274555,-0.111052,-0.065330,-0.048989,
2.638045,2.151568,1.715079,1.723238,0.951664,0.617160,0.333733,0.068011,0.204180,0.256142,0.229627,-0.043334,
2.756071,2.226425,1.715618,1.662588,0.888028,0.610154,0.409523,0.190024,0.262186,0.218330,0.202313,-0.032108,
3.300896,2.464676,2.229102,2.103713,1.089528,0.717550,0.532100,0.464997,0.232749,-0.033175,0.000782,-0.031296,
3.820642,2.776129,2.319950,2.028611,1.169492,0.676038,0.253140,0.684763,0.849416,0.216177,-0.085924,-0.013047,
2.987598,2.362321,1.836740,1.368893,0.625450,0.400613,0.533544,0.458670,0.196268,0.134579,0.167869,0.016632,
3.231291,2.593095,1.984137,1.417753,0.603140,0.261902,0.282830,0.170080,-0.101370,-0.111742,0.039465,-0.019978,
3.072797,2.447287,2.038276,1.551305,0.908849,0.590626,0.487866,0.056885,-0.230725,-0.028730,0.108714,0.002877,
2.987351,2.318920,1.933963,1.648247,1.385086,1.223263,0.938502,0.466454,0.194671,-0.035016,-0.041274,0.002331,
2.741667,2.060275,1.755044,1.531326,1.422121,1.175133,0.741883,0.500448,0.361956,-0.076377,-0.171457,0.008138,
2.812543,2.162843,1.882524,1.676317,1.578999,1.284257,0.831434,0.638280,0.495474,0.005306,-0.142059,0.010336,
3.147903,2.494004,2.159365,1.901427,1.601366,1.046289,0.603339,0.596709,0.514477,0.073345,-0.020541,0.015997,
3.193813,2.632159,2.182367,1.862111,1.584464,0.941154,0.526885,0.632993,0.424330,0.151790,0.142851,0.036726,
3.117953,2.569868,2.100608,1.790557,1.628589,1.115020,0.701881,0.743316,0.507498,0.210971,0.157474,0.044755,
3.241649,2.625479,2.141883,1.974226,1.964196,1.574542,1.019293,0.947910,0.695602,0.214450,0.069628,0.036988,
2.750961,2.220312,2.009328,1.859592,1.613564,1.190850,0.814319,0.657793,0.537820,0.276221,0.064820,0.024755,
2.609193,2.094540,1.907666,1.706799,1.384062,0.929578,0.604810,0.477225,0.405177,0.220768,0.030715,0.010236,
2.645561,2.164709,2.014085,1.793540,1.408523,0.912674,0.596627,0.482374,0.430193,0.257428,0.047422,0.034400,
2.799411,2.349650,2.095709,1.855992,1.643144,1.326384,0.966428,0.848953,0.755241,0.446076,0.173639,0.061571,
